src_bytes,dst_bytes,logged_in,count,srv_count,dst_host_srv_count,dst_host_same_srv_rate,label,Prediction,Severity
287,1266,1,17,6,255,0.98,normal,Benign,Low
785,2310,1,13,16,255,0.93,normal,Benign,Low
262,311,1,6,3,255,0.95,normal,Benign,Low
828,1184,1,16,15,255,0.94,normal,Benign,Low
322,1474,1,6,16,255,0.89,normal,Benign,Low
509,2173,1,6,17,255,0.9,normal,Benign,Low
878,2209,1,2,4,255,1.0,normal,Benign,Low
28262,58307,0,101,60,89,0.37,normal,Attack,High
214,1724,1,16,17,255,0.89,normal,Benign,Low
21302,50482,0,136,85,16,0.2,normal,Attack,High
29097,17891,0,133,67,108,0.15,saint,Benign,Low
274,2352,1,17,17,255,0.94,neptune,Benign,Low
813,2366,1,18,10,255,0.96,normal,Benign,Low
426,1433,1,8,17,255,0.96,normal,Benign,Low
573,520,1,18,11,255,0.98,normal,Benign,Low
852,1332,1,10,11,255,0.9,normal,Benign,Low
20657,17516,0,88,108,123,0.2,mscan,Benign,Low
823,493,1,6,4,255,0.97,normal,Benign,Low
20308,45222,0,226,52,130,0.02,portsweep,Attack,High
16350,35427,0,111,53,62,0.24,normal,Attack,High
856,2323,1,7,14,255,0.96,normal,Benign,Low
575,1726,1,14,18,255,0.94,normal,Benign,Low
554,329,1,17,3,255,0.99,normal,Benign,Low
31856,53891,0,159,34,157,0.31,portsweep,Attack,High
813,443,1,3,20,255,0.95,mscan,Benign,Low
539,728,1,1,16,255,0.9,normal,Benign,Low
401,309,1,12,12,255,0.91,normal,Benign,Low
452,880,1,8,4,255,0.98,normal,Benign,Low
133,1604,1,5,15,255,0.88,normal,Benign,Low
575,303,1,3,15,255,0.88,normal,Benign,Low
37532,40703,0,175,98,45,0.1,neptune,Attack,High
262,1849,1,14,8,255,0.95,normal,Benign,Low
583,1437,1,17,11,255,0.87,normal,Benign,Low
428,1359,1,16,19,255,0.88,normal,Benign,Low
234,2157,1,10,3,255,0.88,normal,Benign,Low
630,267,1,11,4,255,0.98,normal,Benign,Low
459,1776,1,18,20,255,0.96,normal,Benign,Low
466,2067,1,20,5,255,0.98,normal,Benign,Low
638,903,1,1,17,255,0.97,normal,Benign,Low
521,2325,1,18,5,255,0.92,normal,Benign,Low
334,1841,1,19,18,255,0.89,normal,Benign,Low
319,1281,1,12,18,255,0.89,normal,Benign,Low
878,251,1,19,8,255,0.88,normal,Benign,Low
276,2383,1,14,11,255,0.89,normal,Benign,Low
687,286,1,3,17,255,0.91,normal,Benign,Low
470,628,1,15,6,255,0.97,normal,Benign,Low
153,730,1,9,5,255,0.93,normal,Benign,Low
491,370,1,18,8,255,0.91,normal,Benign,Low
770,868,1,18,8,255,0.91,normal,Benign,Low
319,984,1,7,19,255,0.91,normal,Benign,Low
11128,34245,0,108,51,19,0.14,portsweep,Attack,High
625,1376,1,15,18,255,0.86,normal,Benign,Low
576,2303,1,7,20,255,0.9,normal,Benign,Low
30216,53888,0,94,97,70,0.07,neptune,Attack,High
27975,34473,0,201,39,25,0.18,neptune,Attack,High
596,1683,1,14,15,255,0.91,normal,Benign,Low
476,2435,1,7,12,255,0.86,normal,Benign,Low
12124,16236,0,127,58,133,0.25,normal,Benign,Low
39237,31354,0,92,90,141,0.28,saint,Attack,High
15533,30179,0,143,76,48,0.04,portsweep,Attack,High
182,2212,1,6,10,255,0.88,normal,Benign,Low
772,2029,1,19,8,255,0.98,normal,Benign,Low
419,2471,1,15,9,255,0.98,normal,Benign,Low
35959,44959,0,101,108,24,0.14,normal,Attack,High
9190,47055,0,150,114,148,0.35,neptune,Benign,Low
870,2377,1,13,13,255,0.93,normal,Benign,Low
584,2445,1,7,6,255,0.87,normal,Benign,Low
868,842,1,4,8,255,0.93,normal,Benign,Low
258,2257,1,8,8,255,0.91,normal,Benign,Low
33133,25967,0,121,46,62,0.37,normal,Attack,High
179,882,1,2,4,255,0.92,normal,Benign,Low
37249,59618,0,83,89,24,0.24,neptune,Attack,High
471,978,1,6,5,255,0.89,normal,Benign,Low
564,1015,1,5,15,255,0.96,normal,Benign,Low
264,2447,1,1,2,255,0.9,normal,Benign,Low
594,890,1,5,20,255,0.86,normal,Benign,Low
26855,52387,0,246,54,99,0.17,mscan,Attack,High
25769,18061,0,117,57,84,0.26,saint,Benign,Low
501,1480,1,5,7,255,0.97,normal,Benign,Low
479,2253,1,2,5,255,0.86,normal,Benign,Low
371,547,1,5,9,255,0.96,normal,Benign,Low
893,2100,1,12,10,255,0.9,normal,Benign,Low
545,1153,1,16,19,255,0.86,normal,Benign,Low
687,2201,1,13,2,255,0.94,normal,Benign,Low
496,1849,1,12,9,255,1.0,normal,Benign,Low
8949,55837,0,225,45,98,0.06,mscan,Benign,Low
164,1355,1,1,19,255,1.0,normal,Benign,Low
367,1100,1,5,17,255,0.88,normal,Benign,Low
23250,20701,0,148,102,36,0.13,mscan,Attack,High
811,738,1,11,14,255,0.86,normal,Benign,Low
346,2282,1,6,20,255,0.96,normal,Benign,Low
154,1081,1,2,11,255,0.91,normal,Benign,Low
461,1061,1,12,2,255,0.87,normal,Benign,Low
14243,50732,0,222,65,74,0.04,saint,Attack,High
25568,26414,0,162,95,39,0.04,portsweep,Attack,High
882,1400,1,9,20,255,0.94,normal,Benign,Low
410,1889,1,12,10,255,0.97,normal,Benign,Low
364,1159,1,12,19,255,0.9,normal,Benign,Low
584,770,1,15,19,255,0.88,normal,Benign,Low
805,1531,1,7,3,255,0.99,normal,Benign,Low
468,1271,1,13,1,255,0.93,normal,Benign,Low
237,600,1,1,19,255,0.86,normal,Benign,Low
39509,51073,0,194,36,66,0.18,portsweep,Attack,High
285,1873,1,3,11,255,0.93,normal,Benign,Low
121,749,1,15,5,255,0.98,normal,Benign,Low
443,596,1,20,7,255,0.9,normal,Benign,Low
35085,41742,0,206,106,102,0.1,saint,Attack,High
504,1368,1,17,12,255,0.92,normal,Benign,Low
327,527,1,9,14,255,0.97,normal,Benign,Low
752,866,1,9,8,255,0.94,normal,Benign,Low
29507,19289,0,146,114,150,0.03,normal,Benign,Low
600,1594,1,19,20,255,0.88,normal,Benign,Low
851,670,1,15,15,255,0.92,normal,Benign,Low
26919,53552,0,206,78,99,0.25,normal,Attack,High
605,2401,1,12,2,255,0.89,normal,Benign,Low
676,1364,1,19,17,255,0.86,normal,Benign,Low
28758,40945,0,156,53,122,0.29,normal,Attack,High
685,1047,1,17,19,255,0.9,normal,Benign,Low
34740,24466,0,198,60,77,0.27,normal,Attack,High
39021,39283,0,106,36,46,0.36,normal,Attack,High
21675,52997,0,187,38,62,0.14,normal,Attack,High
26119,38762,0,241,67,121,0.25,saint,Attack,High
302,1619,1,19,1,255,0.99,normal,Benign,Low
35309,17312,0,152,75,160,0.13,neptune,Benign,Low
686,2210,1,7,9,255,0.92,normal,Benign,Low
480,544,1,18,12,255,0.89,normal,Benign,Low
37713,55867,0,80,52,50,0.28,portsweep,Attack,High
289,1112,1,5,12,255,0.92,normal,Benign,Low
29950,39729,0,104,36,119,0.22,saint,Attack,High
33426,39205,0,109,89,43,0.37,saint,Attack,High
36225,30786,0,236,80,18,0.28,saint,Attack,High
538,572,1,9,10,255,0.86,normal,Benign,Low
334,475,1,4,8,255,0.97,normal,Benign,Low
294,2364,1,7,13,255,0.98,normal,Benign,Low
797,1444,1,20,20,255,0.92,normal,Benign,Low
21864,17136,0,105,57,137,0.03,mscan,Benign,Low
767,985,1,8,5,255,0.89,normal,Benign,Low
393,2342,1,9,16,255,0.98,normal,Benign,Low
571,1682,1,19,18,255,0.92,normal,Benign,Low
617,1410,1,3,10,255,0.94,normal,Benign,Low
590,919,1,16,10,255,0.92,normal,Benign,Low
500,2011,1,17,1,255,0.91,normal,Benign,Low
651,1471,1,15,16,255,0.91,normal,Benign,Low
308,2024,1,19,17,255,0.86,normal,Benign,Low
332,624,1,2,12,255,1.0,normal,Benign,Low
779,2178,1,15,3,255,0.94,normal,Benign,Low
543,2046,1,16,4,255,0.89,normal,Benign,Low
337,2079,1,19,14,255,0.87,normal,Benign,Low
723,2440,1,7,17,255,0.92,normal,Benign,Low
15436,50871,0,228,76,133,0.13,mscan,Attack,High
807,2075,1,4,2,255,0.95,normal,Benign,Low
13913,43612,0,169,66,23,0.33,portsweep,Attack,High
685,1125,1,11,3,255,0.94,normal,Benign,Low
30691,43448,0,196,43,152,0.18,saint,Attack,High
405,1066,1,3,15,255,0.96,normal,Benign,Low
866,919,1,4,19,255,0.88,normal,Benign,Low
365,1513,1,11,15,255,0.92,normal,Benign,Low
707,1820,1,13,9,255,0.97,normal,Benign,Low
452,1552,1,4,15,255,0.92,normal,Benign,Low
310,1507,1,18,18,255,0.91,normal,Benign,Low
376,492,1,19,1,255,0.98,normal,Benign,Low
500,2243,1,9,9,255,0.9,normal,Benign,Low
22606,24984,0,93,49,64,0.03,neptune,Attack,High
507,1225,1,3,1,255,0.95,normal,Benign,Low
14485,32669,0,254,96,161,0.34,mscan,Attack,High
772,820,1,16,6,255,0.95,normal,Benign,Low
892,1513,1,14,1,255,0.9,normal,Benign,Low
801,700,1,4,16,255,0.86,normal,Benign,Low
10413,43093,0,119,76,111,0.08,neptune,Attack,High
35062,51113,0,204,99,170,0.19,portsweep,Attack,High
27754,23240,0,147,62,56,0.2,mscan,Attack,High
34198,50145,0,140,104,13,0.36,normal,Attack,High
26653,27594,0,117,95,135,0.04,saint,Attack,High
401,943,1,1,13,255,0.88,normal,Benign,Low
228,983,1,10,15,255,0.96,normal,Benign,Low
38002,57409,0,160,75,140,0.09,mscan,Attack,High
31446,28482,0,164,95,88,0.13,normal,Attack,High
702,1172,1,13,12,255,0.91,normal,Benign,Low
604,1174,1,12,8,255,0.88,saint,Benign,Low
22452,26381,0,128,33,143,0.08,portsweep,Attack,High
584,2269,1,20,16,255,0.86,normal,Benign,Low
497,2143,1,1,1,255,0.9,normal,Benign,Low
426,831,1,1,16,255,0.9,normal,Benign,Low
309,506,1,4,8,255,0.93,normal,Benign,Low
453,301,1,17,15,255,0.96,normal,Benign,Low
25164,45839,0,136,94,124,0.35,normal,Attack,High
566,724,1,14,9,255,1.0,normal,Benign,Low
869,1254,1,15,13,255,0.87,normal,Benign,Low
209,1412,1,3,11,255,0.86,normal,Benign,Low
806,1837,1,18,18,255,0.89,normal,Benign,Low
14906,26987,0,122,67,34,0.24,saint,Attack,High
424,1833,1,14,7,255,0.96,normal,Benign,Low
417,1482,1,5,5,255,0.92,normal,Benign,Low
861,1825,1,5,7,255,0.97,normal,Benign,Low
446,331,1,12,2,255,0.89,normal,Benign,Low
35135,49428,0,120,42,127,0.36,normal,Attack,High
483,2117,1,15,13,255,0.86,saint,Benign,Low
32317,43035,0,242,90,62,0.03,neptune,Attack,High
766,2476,1,14,18,255,0.9,normal,Benign,Low
250,1627,1,20,16,255,0.89,normal,Benign,Low
739,1047,1,13,1,255,0.9,normal,Benign,Low
503,1622,1,18,15,255,0.95,normal,Benign,Low
751,1614,1,6,13,255,0.91,normal,Benign,Low
512,373,1,6,10,255,0.93,normal,Benign,Low
537,678,1,11,3,255,0.95,normal,Benign,Low
386,1263,1,4,6,255,0.94,normal,Benign,Low
414,362,1,4,15,255,0.9,normal,Benign,Low
282,1580,1,7,6,255,0.91,portsweep,Benign,Low
157,2246,1,13,12,255,0.85,normal,Benign,Low
881,548,1,20,7,255,0.86,normal,Benign,Low
793,2382,1,3,4,255,0.86,normal,Benign,Low
304,308,1,15,15,255,0.93,normal,Benign,Low
585,951,1,17,13,255,0.9,normal,Benign,Low
416,1670,1,11,19,255,0.91,normal,Benign,Low
390,1143,1,20,10,255,0.9,normal,Benign,Low
513,727,1,12,13,255,0.98,normal,Benign,Low
11867,24649,0,255,55,109,0.05,portsweep,Attack,High
319,1655,1,5,3,255,0.97,normal,Benign,Low
35433,49935,0,120,79,23,0.18,mscan,Attack,High
835,1797,1,16,10,255,0.99,normal,Benign,Low
265,1105,1,12,12,255,0.87,normal,Benign,Low
19530,56636,0,112,114,174,0.05,normal,Attack,High
158,1662,1,2,12,255,0.89,normal,Benign,Low
472,2221,1,17,18,255,0.89,normal,Benign,Low
801,1419,1,7,6,255,0.91,normal,Benign,Low
313,2089,1,16,3,255,0.9,saint,Benign,Low
821,708,1,4,13,255,0.85,normal,Benign,Low
22048,25425,0,156,106,138,0.34,portsweep,Attack,High
639,1189,1,19,11,255,0.98,normal,Benign,Low
27529,45072,0,109,65,168,0.3,normal,Attack,High
446,270,1,5,9,255,0.85,normal,Benign,Low
21502,56913,0,250,93,148,0.37,portsweep,Attack,High
501,383,1,9,12,255,0.86,normal,Benign,Low
362,1377,1,3,13,255,0.93,mscan,Benign,Low
417,1821,1,2,4,255,0.86,normal,Benign,Low
396,2217,1,2,3,255,0.91,normal,Benign,Low
24765,18938,0,218,47,82,0.09,neptune,Benign,Low
130,1852,1,1,10,255,0.88,normal,Benign,Low
242,1806,1,13,17,255,0.99,normal,Benign,Low
363,2019,1,14,3,255,0.98,normal,Benign,Low
347,704,1,3,20,255,0.95,neptune,Benign,Low
494,1435,1,10,16,255,0.96,normal,Benign,Low
490,1337,1,16,14,255,0.93,normal,Benign,Low
726,2034,1,3,18,255,0.98,normal,Benign,Low
159,1876,1,17,4,255,0.99,normal,Benign,Low
519,2378,1,6,16,255,0.92,normal,Benign,Low
767,910,1,19,7,255,0.93,normal,Benign,Low
337,1190,1,7,5,255,0.9,normal,Benign,Low
709,436,1,15,5,255,0.85,normal,Benign,Low
424,1154,1,11,11,255,0.9,normal,Benign,Low
226,2064,1,15,17,255,0.93,normal,Benign,Low
430,2247,1,1,10,255,0.91,normal,Benign,Low
654,1371,1,19,11,255,0.93,normal,Benign,Low
162,282,1,14,15,255,0.95,normal,Benign,Low
543,1472,1,17,12,255,1.0,normal,Benign,Low
844,925,1,15,17,255,0.96,normal,Benign,Low
175,2095,1,1,3,255,0.98,normal,Benign,Low
856,1568,1,12,5,255,0.97,normal,Benign,Low
517,1284,1,15,16,255,0.93,normal,Benign,Low
747,950,1,2,9,255,1.0,normal,Benign,Low
608,1205,1,16,10,255,0.9,normal,Benign,Low
19249,28010,0,245,40,96,0.05,saint,Attack,High
519,1878,1,9,2,255,0.95,normal,Benign,Low
374,494,1,12,4,255,0.88,normal,Benign,Low
137,576,1,10,17,255,0.99,normal,Benign,Low
725,964,1,8,13,255,0.99,normal,Benign,Low
271,2427,1,10,17,255,0.99,normal,Benign,Low
179,505,1,9,5,255,0.87,normal,Benign,Low
809,2073,1,20,18,255,0.85,normal,Benign,Low
39572,44413,0,122,97,164,0.14,neptune,Attack,High
698,1762,1,2,2,255,0.93,normal,Benign,Low
369,486,1,3,6,255,0.87,normal,Benign,Low
815,1464,1,9,20,255,0.85,normal,Benign,Low
399,1148,1,20,13,255,0.87,normal,Benign,Low
840,1811,1,11,19,255,0.95,normal,Benign,Low
748,754,1,12,6,255,0.88,normal,Benign,Low
18559,20777,0,137,46,12,0.32,normal,Attack,High
551,1088,1,1,10,255,0.86,normal,Benign,Low
135,833,1,19,1,255,0.96,normal,Benign,Low
888,1017,1,12,15,255,0.93,normal,Benign,Low
330,712,1,6,9,255,0.92,normal,Benign,Low
816,1952,1,19,17,255,0.97,normal,Benign,Low
331,1529,1,13,8,255,0.99,normal,Benign,Low
488,905,1,17,14,255,0.95,normal,Benign,Low
9058,48049,0,207,117,159,0.29,portsweep,Benign,Low
787,958,1,13,11,255,0.98,normal,Benign,Low
450,1026,1,5,10,255,0.9,normal,Benign,Low
778,1655,1,9,11,255,0.89,normal,Benign,Low
364,358,1,3,13,255,1.0,normal,Benign,Low
32936,15976,0,182,75,26,0.33,normal,Attack,High
489,1886,1,10,14,255,0.9,neptune,Benign,Low
336,976,1,5,20,255,0.85,normal,Benign,Low
26821,32130,0,160,76,80,0.32,normal,Attack,High
15452,24000,0,188,107,170,0.37,portsweep,Attack,High
315,2169,1,3,8,255,0.92,normal,Benign,Low
28689,15016,0,235,64,85,0.03,portsweep,Benign,Low
231,2135,1,8,12,255,0.87,normal,Benign,Low
39406,21980,0,184,96,54,0.02,neptune,Attack,High
576,1328,1,9,15,255,0.97,normal,Benign,Low
572,519,1,9,14,255,0.92,normal,Benign,Low
527,1051,1,4,1,255,1.0,normal,Benign,Low
15210,51896,0,201,58,49,0.27,normal,Attack,High
336,579,1,4,5,255,0.98,normal,Benign,Low
899,672,1,13,10,255,0.92,normal,Benign,Low
195,865,1,9,6,255,0.99,portsweep,Benign,Low
481,1514,1,11,4,255,0.92,normal,Benign,Low
8801,17616,0,83,79,129,0.04,mscan,Benign,Low
152,482,1,6,1,255,0.86,normal,Benign,Low
758,2226,1,9,2,255,0.86,normal,Benign,Low
15677,38570,0,176,54,79,0.28,normal,Attack,High
429,919,1,1,9,255,0.95,normal,Benign,Low
455,1876,1,6,3,255,0.89,normal,Benign,Low
701,2226,1,1,10,255,0.97,normal,Benign,Low
293,468,1,10,11,255,0.93,normal,Benign,Low
729,1362,1,1,2,255,0.98,normal,Benign,Low
23942,51286,0,127,57,127,0.34,portsweep,Attack,High
289,339,1,16,9,255,0.9,normal,Benign,Low
39368,58059,0,127,45,98,0.35,portsweep,Attack,High
22075,41857,0,205,94,153,0.28,mscan,Attack,High
811,1394,1,4,9,255,0.96,normal,Benign,Low
484,2198,1,3,16,255,0.86,normal,Benign,Low
340,2388,1,12,6,255,0.97,normal,Benign,Low
27065,21586,0,245,55,149,0.16,saint,Attack,High
652,1753,1,19,1,255,0.94,normal,Benign,Low
13119,49478,0,238,49,40,0.16,normal,Attack,High
610,2374,1,10,19,255,0.99,normal,Benign,Low
720,2388,1,8,18,255,0.91,normal,Benign,Low
412,2367,1,9,1,255,0.99,normal,Benign,Low
22386,49437,0,201,73,116,0.26,normal,Attack,High
126,2279,1,10,4,255,0.95,normal,Benign,Low
37969,54121,0,197,69,151,0.26,portsweep,Attack,High
241,1839,1,9,6,255,0.92,normal,Benign,Low
302,643,1,1,11,255,0.93,normal,Benign,Low
31555,16568,0,210,44,113,0.15,neptune,Benign,Low
37393,36658,0,208,62,63,0.01,neptune,Attack,High
513,1495,1,18,11,255,0.95,normal,Benign,Low
205,1722,1,18,17,255,0.96,normal,Benign,Low
195,2356,1,9,13,255,0.97,normal,Benign,Low
686,1337,1,19,4,255,0.91,normal,Benign,Low
543,1648,1,12,10,255,0.92,normal,Benign,Low
624,2277,1,4,10,255,0.98,normal,Benign,Low
316,2049,1,2,8,255,0.85,normal,Benign,Low
818,1858,1,8,8,255,0.93,normal,Benign,Low
242,1240,1,1,4,255,0.88,normal,Benign,Low
705,1753,1,14,14,255,0.93,normal,Benign,Low
227,681,1,10,13,255,0.92,normal,Benign,Low
8954,56338,0,216,39,118,0.08,normal,Attack,High
749,2265,1,10,9,255,0.97,normal,Benign,Low
555,1875,1,6,11,255,0.96,normal,Benign,Low
716,2238,1,6,17,255,0.92,normal,Benign,Low
31719,42823,0,152,34,163,0.36,portsweep,Attack,High
506,398,1,18,12,255,0.9,normal,Benign,Low
378,1557,1,13,10,255,0.89,normal,Benign,Low
696,1836,1,15,11,255,0.89,normal,Benign,Low
802,1828,1,8,19,255,0.91,normal,Benign,Low
535,930,1,19,13,255,0.98,normal,Benign,Low
535,471,1,16,6,255,0.86,normal,Benign,Low
148,1294,1,3,6,255,0.87,normal,Benign,Low
624,2113,1,7,9,255,0.99,normal,Benign,Low
783,752,1,3,10,255,0.93,normal,Benign,Low
894,972,1,19,1,255,0.86,normal,Benign,Low
343,1610,1,19,3,255,0.99,normal,Benign,Low
878,1840,1,8,10,255,0.97,normal,Benign,Low
732,525,1,5,15,255,0.92,normal,Benign,Low
329,1394,1,20,13,255,0.99,normal,Benign,Low
211,1299,1,18,1,255,0.92,normal,Benign,Low
529,2499,1,1,16,255,0.87,normal,Benign,Low
34419,29917,0,106,45,177,0.29,normal,Attack,High
208,1026,1,10,2,255,0.98,normal,Benign,Low
16468,18624,0,243,58,42,0.21,mscan,Attack,High
28395,43770,0,128,30,141,0.3,normal,Attack,High
466,2135,1,9,7,255,0.88,normal,Benign,Low
29677,40332,0,177,40,36,0.09,portsweep,Attack,High
37940,49865,0,90,79,127,0.08,normal,Attack,High
35328,55673,0,156,49,53,0.05,normal,Attack,High
606,1206,1,5,2,255,0.86,normal,Benign,Low
791,2123,1,9,20,255,0.98,normal,Benign,Low
314,2108,1,12,10,255,0.98,normal,Benign,Low
29024,47667,0,206,52,23,0.01,mscan,Attack,High
27411,23304,0,143,96,116,0.01,portsweep,Attack,High
32932,57992,0,101,50,92,0.12,saint,Attack,High
160,1447,1,20,15,255,0.87,normal,Benign,Low
556,1253,1,12,15,255,0.91,normal,Benign,Low
8179,25008,0,220,95,154,0.18,portsweep,Benign,Low
122,757,1,1,14,255,0.97,normal,Benign,Low
364,692,1,2,10,255,0.93,normal,Benign,Low
8033,53913,0,145,66,113,0.03,portsweep,Attack,High
216,1173,1,15,9,255,0.93,normal,Benign,Low
221,2470,1,12,18,255,0.97,normal,Benign,Low
582,712,1,14,5,255,0.94,normal,Benign,Low
671,2000,1,13,19,255,1.0,normal,Benign,Low
434,2254,1,8,12,255,0.9,normal,Benign,Low
485,916,1,17,18,255,0.93,normal,Benign,Low
670,1306,1,11,19,255,0.97,normal,Benign,Low
250,1621,1,9,18,255,0.98,normal,Benign,Low
431,1578,1,7,10,255,0.97,normal,Benign,Low
31381,31518,0,143,89,127,0.38,normal,Attack,High
19244,37449,0,170,85,38,0.31,portsweep,Attack,High
328,948,1,13,6,255,0.98,normal,Benign,Low
757,1498,1,2,1,255,0.89,normal,Benign,Low
252,630,1,2,18,255,0.87,normal,Benign,Low
871,1000,1,6,4,255,1.0,normal,Benign,Low
38142,40741,0,243,49,40,0.01,neptune,Attack,High
546,2071,1,11,20,255,0.85,normal,Benign,Low
428,1404,1,1,1,255,0.87,normal,Benign,Low
664,898,1,9,20,255,0.9,saint,Benign,Low
564,1466,1,11,10,255,0.94,normal,Benign,Low
797,2489,1,20,18,255,0.97,normal,Benign,Low
12415,48690,0,100,110,84,0.2,normal,Attack,High
664,530,1,18,3,255,0.97,normal,Benign,Low
478,1798,1,18,10,255,0.93,normal,Benign,Low
388,1324,1,1,2,255,0.9,normal,Benign,Low
34896,45598,0,92,41,18,0.22,normal,Attack,High
244,1268,1,9,19,255,0.95,normal,Benign,Low
897,1129,1,16,13,255,0.97,normal,Benign,Low
219,2016,1,11,13,255,0.87,normal,Benign,Low
855,2112,1,15,19,255,0.93,normal,Benign,Low
417,991,1,10,15,255,0.89,normal,Benign,Low
391,447,1,14,4,255,0.91,normal,Benign,Low
844,523,1,13,8,255,0.95,normal,Benign,Low
896,1720,1,4,17,255,0.88,normal,Benign,Low
329,2016,1,18,12,255,0.89,normal,Benign,Low
439,2274,1,9,6,255,0.97,normal,Benign,Low
257,1141,1,11,14,255,0.88,normal,Benign,Low
385,2314,1,15,1,255,0.96,normal,Benign,Low
738,1191,1,10,4,255,0.93,normal,Benign,Low
311,566,1,18,17,255,0.94,normal,Benign,Low
779,1873,1,20,5,255,0.89,normal,Benign,Low
675,1764,1,6,11,255,1.0,normal,Benign,Low
855,1567,1,20,19,255,0.94,normal,Benign,Low
508,620,1,6,2,255,0.96,normal,Benign,Low
214,1199,1,14,4,255,1.0,normal,Benign,Low
20537,32823,0,250,91,25,0.3,portsweep,Attack,High
446,2275,1,3,12,255,1.0,normal,Benign,Low
555,1955,1,16,12,255,0.87,normal,Benign,Low
864,627,1,20,2,255,0.97,normal,Benign,Low
30759,33647,0,95,30,173,0.4,normal,Attack,High
347,2196,1,14,5,255,0.88,portsweep,Benign,Low
277,594,1,19,6,255,0.86,normal,Benign,Low
771,1771,1,10,7,255,1.0,normal,Benign,Low
33985,33938,0,203,105,51,0.07,saint,Attack,High
481,447,1,19,16,255,0.94,normal,Benign,Low
282,661,1,14,19,255,0.89,normal,Benign,Low
8298,18073,0,239,87,178,0.18,portsweep,Benign,Low
649,2237,1,10,9,255,0.99,normal,Benign,Low
571,1959,1,1,8,255,0.97,normal,Benign,Low
18307,54469,0,213,64,129,0.26,normal,Attack,High
646,2170,1,20,3,255,0.92,normal,Benign,Low
26858,26893,0,226,32,49,0.25,normal,Attack,High
553,394,1,5,19,255,0.92,normal,Benign,Low
489,2054,1,11,7,255,0.91,normal,Benign,Low
12724,30034,0,125,113,70,0.22,normal,Attack,High
10213,32801,0,115,30,85,0.03,mscan,Attack,High
875,1584,1,7,2,255,0.94,normal,Benign,Low
626,923,1,11,16,255,0.95,normal,Benign,Low
306,344,1,3,4,255,0.99,normal,Benign,Low
27866,57520,0,236,52,83,0.09,mscan,Attack,High
306,886,1,1,10,255,0.94,normal,Benign,Low
15403,50004,0,232,53,162,0.32,normal,Attack,High
228,496,1,17,17,255,0.9,normal,Benign,Low
771,1405,1,8,1,255,0.91,normal,Benign,Low
18444,34722,0,201,71,118,0.02,normal,Attack,High
681,1005,1,12,5,255,0.99,normal,Benign,Low
342,734,1,9,16,255,0.94,normal,Benign,Low
826,1254,1,1,7,255,0.99,normal,Benign,Low
806,388,1,11,17,255,0.98,normal,Benign,Low
426,2003,1,17,2,255,0.92,normal,Benign,Low
739,1173,1,5,13,255,0.99,normal,Benign,Low
27844,47326,0,143,75,160,0.03,portsweep,Attack,High
516,1772,1,7,7,255,0.97,normal,Benign,Low
808,1367,1,7,3,255,0.9,normal,Benign,Low
761,1573,1,6,9,255,0.95,normal,Benign,Low
164,1898,1,17,13,255,0.89,normal,Benign,Low
245,1726,1,18,18,255,0.95,normal,Benign,Low
467,280,1,9,12,255,0.91,normal,Benign,Low
405,2074,1,12,17,255,0.87,normal,Benign,Low
36987,52602,0,145,93,104,0.14,portsweep,Attack,High
544,1859,1,1,17,255,0.94,normal,Benign,Low
14085,23236,0,192,58,108,0.18,saint,Attack,High
28053,29476,0,107,50,12,0.21,mscan,Attack,High
19856,24679,0,156,114,180,0.07,normal,Attack,High
485,1562,1,1,9,255,0.92,neptune,Benign,Low
124,748,1,1,19,255,0.89,normal,Benign,Low
848,834,1,11,2,255,0.9,normal,Benign,Low
141,2053,1,15,18,255,0.91,normal,Benign,Low
122,1265,1,17,13,255,0.92,normal,Benign,Low
770,1001,1,19,18,255,0.99,normal,Benign,Low
464,306,1,18,12,255,0.96,normal,Benign,Low
526,875,1,19,12,255,0.92,normal,Benign,Low
597,1058,1,4,5,255,0.88,normal,Benign,Low
175,1545,1,2,7,255,0.94,normal,Benign,Low
139,1050,1,18,18,255,0.98,normal,Benign,Low
879,1507,1,14,19,255,0.94,normal,Benign,Low
17859,55303,0,137,89,50,0.25,neptune,Attack,High
19209,54946,0,84,44,109,0.4,normal,Attack,High
670,1708,1,12,3,255,0.89,normal,Benign,Low
33393,58412,0,93,39,108,0.21,normal,Attack,High
725,500,1,11,15,255,0.96,normal,Benign,Low
893,1211,1,13,11,255,0.87,normal,Benign,Low
445,741,1,19,7,255,0.96,normal,Benign,Low
315,831,1,13,18,255,0.86,saint,Benign,Low
134,1919,1,13,1,255,0.99,normal,Benign,Low
182,1559,1,16,1,255,0.94,normal,Benign,Low
528,2233,1,6,14,255,0.99,normal,Benign,Low
11275,19124,0,119,109,153,0.23,neptune,Benign,Low
19882,28691,0,180,115,152,0.36,normal,Attack,High
573,280,1,18,3,255,0.96,normal,Benign,Low
829,1582,1,2,3,255,0.97,normal,Benign,Low
22361,25461,0,115,98,152,0.15,saint,Attack,High
679,1811,1,16,6,255,0.86,normal,Benign,Low
854,459,1,13,15,255,0.86,normal,Benign,Low
399,1712,1,10,4,255,0.9,normal,Benign,Low
279,2299,1,12,12,255,0.9,normal,Benign,Low
30272,25624,0,224,58,42,0.17,neptune,Attack,High
393,1564,1,12,10,255,0.89,normal,Benign,Low
10824,49301,0,170,87,58,0.34,mscan,Attack,High
